Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Authors,Publications,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QHZ00392,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00388,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7095,,,,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00391,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00396,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00379,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,surface glycoprotein,South Korea,Homo sapiens,,2020-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00378,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,orf1ab polyprotein,South Korea,Homo sapiens,,2020-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00385,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,ORF8 protein,South Korea,Homo sapiens,,2020-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00386,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,nucleocapsid phosphoprotein,South Korea,Homo sapiens,,2020-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00383,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,ORF6 protein,South Korea,Homo sapiens,,2020-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00387,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,ORF10 protein,South Korea,Homo sapiens,,2020-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00384,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,ORF7a protein,South Korea,Homo sapiens,,2020-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00382,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,membrane glycoprotein,South Korea,Homo sapiens,,2020-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00381,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,envelope protein,South Korea,Homo sapiens,,2020-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00380,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,ORF3a protein,South Korea,Homo sapiens,,2020-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
BBZ90167,2020-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,60,,,,"Nicolasora,A.D., Mercado,E.S., Polotan,F.M., Manalo,J.G., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M.",,orf1ab polyprotein,Philippines,Homo sapiens,,2020-01-26,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QHW06052,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06050,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06051,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06057,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06056,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06049,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06053,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06054,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06048,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06055,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06065,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06062,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06067,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06064,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06061,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06058,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06060,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06063,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06059,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06066,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06047,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06042,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06044,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06046,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06038,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHW06043,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06040,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QHW06045,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QHW06041,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06039,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
6LU7_A,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,306,,,,"Liu,X., Zhang,B., Jin,Z., Yang,H., Rao,Z.",,,,,,,,"Chain A, SARS-CoV-2 main protease"
QHU36829,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,ORF7a protein,China,Homo sapiens,lung,2019-12-23,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QHU36826,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,envelope protein,China,Homo sapiens,lung,2019-12-23,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36825,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,ORF3a protein,China,Homo sapiens,lung,2019-12-23,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QHU36831,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2019-12-23,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHU36823,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,orf1ab polyprotein,China,Homo sapiens,lung,2019-12-23,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QHU36827,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,membrane glycoprotein,China,Homo sapiens,lung,2019-12-23,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHU36824,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,surface glycoprotein,China,Homo sapiens,lung,2019-12-23,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHU36830,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,ORF8 protein,China,Homo sapiens,lung,2019-12-23,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QHU36832,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,ORF10 protein,China,Homo sapiens,lung,2019-12-23,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QHU36828,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,ORF6 protein,China,Homo sapiens,lung,2019-12-23,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QHU36871,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B., Li,M.",,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2020-01-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QHU36872,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B., Li,M.",,ORF10 protein,China,Homo sapiens,lung,2020-01-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QHU36869,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B., Li,M.",,ORF7a protein,China,Homo sapiens,lung,2020-01-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
